Sentence #,Word,POS,Tag
,ñiqin,NNS,I-PER
Sentence: 600,José,NNS,B-PER
,María,NNS,I-PER
,Morelos,NNS,I-PER
,(,NNS,O
,1765-1815,NNS,O
,),NNS,O
Sentence: 601,REDIRECCIÓN,NNS,O
,Paryawanka,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Anqash,NNS,I-LOC
,),NNS,I-LOC
Sentence: 602,.,NNS,O
,',NNS,O
,Ramón,NNS,B-PER
,Castilla,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 603,PUSAPUNA,NNS,O
,Fernando,NNS,B-PER
,Belaúnde,NNS,I-PER
,Terry,NNS,I-PER
Sentence: 604,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 605,--,NNS,O
,>,NNS,O
,.,NNS,O
,',NNS,O
,Eliodoro,NNS,B-PER
,Villazón,NNS,I-PER
,',NNS,O
,1909-1913,NNS,O
Sentence: 606,PUSAPUNA,NNS,O
,Nunu,NNS,B-LOC
,kitilli,NNS,I-LOC
,(,NNS,I-LOC
,Kitu,NNS,I-LOC
,),NNS,I-LOC
Sentence: 607,30px]],NNS,O
,',NNS,O
,Uruwayi,NNS,B-LOC
,',NNS,O
,.,NNS,O
Sentence: 608,Toribio,NNS,B-PER
,Rodríguez,NNS,I-PER
,de,NNS,I-PER
,Mendoza,NNS,I-PER
Sentence: 609,.,NNS,O
,',NNS,O
,Cristiano,NNS,B-PER
,Ronaldo,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 610,Tumipampa,NNS,B-LOC
,(,NNS,O
,'Cuenca,NNS,O
,',NNS,O
,),NNS,O
Sentence: 611,Aberdeen,NNS,B-LOC
,(,NNS,O
,Iskusya,NNS,B-LOC
,),NNS,O
Sentence: 612,Sankay,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 613,Askanku,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Erinaceidae,NNS,O
,),NNS,O
,',NNS,O
Sentence: 614,.,NNS,O
,',NNS,O
,Mariano,NNS,B-PER
,Prado,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 615,Chawpi,NNS,B-LOC
,Urquqa,NNS,I-LOC
,(,NNS,O
,6.044,NNS,O
,m,NNS,O
,),NNS,O
,llapan,NNS,O
,urqukunamanta,NNS,O
,aswan,NNS,O
,hatunmi,NNS,O
,.,NNS,O
Sentence: 616,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1934,NNS,I-ORG
Sentence: 617,Qutuni,NNS,B-LOC
,",",NNS,O
,(,NNS,O
,PW,NNS,O
,),NNS,O
Sentence: 618,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1982,NNS,I-ORG
Sentence: 619,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 620,Daniel,NNS,B-PER
,Passarella,NNS,I-PER
,-,NNS,O
,20,NNS,O
,.,NNS,O
Sentence: 621,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
Sentence: 622,Kay,NNS,O
,pruwinsyaqa,NNS,O
,Simón,NNS,B-PER
,Bolívarmantam,NNS,I-PER
,sutichasqa,NNS,O
,.,NNS,O
Sentence: 623,pusapuna,NNS,O
,T'arata,NNS,B-LOC
,(,NNS,I-LOC
,Quchapampa,NNS,I-LOC
,),NNS,I-LOC
Sentence: 624,.,NNS,O
,',NNS,O
,AC,NNS,B-ORG
,Milan,NNS,I-ORG
,',NNS,O
,Italya,NNS,B-LOC
Sentence: 625,.,NNS,O
,',NNS,O
,Binidiktu,NNS,B-PER
,II,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 626,黄現璠,NNS,O
,Huang,NNS,B-PER
,Xianfan,NNS,I-PER
,(,NNS,O
,1899-1982,NNS,O
,),NNS,O
Sentence: 627,PUSAPUNA,NNS,O
,Pachakutiq,NNS,B-PER
,Inka,NNS,I-PER
,Yupanki,NNS,I-PER
Sentence: 628,Tawriqaray,NNS,B-LOC
,(,NNS,O
,'Campylorhynchus,NNS,O
,fasciatus,NNS,O
,',NNS,O
,),NNS,O
Sentence: 629,Johann,NNS,B-PER
,Wolfgang,NNS,I-PER
,von,NNS,I-PER
,Goethe,NNS,I-PER
Sentence: 630,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1990,NNS,I-ORG
Sentence: 631,Hércules,NNS,B-PER
,Brito,NNS,I-PER
,Ruas,NNS,I-PER
,-,NNS,O
,3,NNS,O
,.,NNS,O
Sentence: 632,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1970,NNS,I-ORG
Sentence: 633,.,NNS,O
,',NNS,O
,Chelsea,NNS,B-ORG
,FC,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 634,Lachay,NNS,B-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,risirwa,NNS,I-LOC
Sentence: 635,Kay,NNS,O
,pruwinsyaqa,NNS,O
,Carlos,NNS,B-PER
,Fermín,NNS,I-PER
,Fitzcarraldmantam,NNS,I-PER
,sutichasqa,NNS,O
,.,NNS,O
Sentence: 636,***,NNS,O
,Suchu,NNS,B-ORG
,piki,NNS,I-ORG
,-,NNS,O
,'Tunga,NNS,O
,penetrans,NNS,O
,',NNS,O
Sentence: 637,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 638,Pedro,NNS,B-PER
,Calderón,NNS,I-PER
,de,NNS,I-PER
,la,NNS,I-PER
,Barca,NNS,I-PER
Sentence: 639,***,NNS,O
,Kuntur,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Vultur,NNS,O
,gryphus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 640,Mamallaqtapura,NNS,B-ORG
,Huñu,NNS,I-ORG
,Sallqa,NNS,I-ORG
,Pachata,NNS,I-ORG
,Sallqapi,NNS,I-ORG
,Kaqkunata,NNS,I-ORG
,Amachanapaq,NNS,I-ORG
Sentence: 641,.,NNS,O
,',NNS,O
,Manuel,NNS,B-PER
,Candamo,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 642,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2014,NNS,I-ORG
Sentence: 643,Bayern,NNS,B-ORG
,München,NNS,I-ORG
,(,NNS,O
,1966-1979,NNS,O
,),NNS,O
Sentence: 644,.,NNS,O
,',NNS,O
,Wen,NNS,B-PER
,Jiabao,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 645,**,NNS,O
,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1974,NNS,I-ORG
Sentence: 646,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2002,NNS,I-ORG
,.,NNS,O
Sentence: 647,Dvořák,NNS,B-PER
,",",NNS,I-PER
,Antonín,NNS,I-PER
,(,NNS,O
,1841-1904,NNS,O
,),NNS,O
Sentence: 648,Chiloé,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 649,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Aguascalientes,NNS,B-ORG
,llaqtam,NNS,O
,.,NNS,O
Sentence: 650,Yana,NNS,B-LOC
,machin,NNS,I-LOC
,'Cebus,NNS,O
,apella,NNS,O
,',NNS,O
Sentence: 651,John,NNS,B-PER
,Ronald,NNS,I-PER
,Reuel,NNS,I-PER
,Tolkien,NNS,I-PER
Sentence: 652,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
Sentence: 653,PUSAPUNA,NNS,O
,K'upuraki,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Ariqipa,NNS,I-LOC
,),NNS,I-LOC
Sentence: 654,PUSAPUNA,NNS,O
,Pachakutiq,NNS,B-PER
,Inka,NNS,I-PER
,Yupanki,NNS,I-PER
Sentence: 655,Marcus,NNS,B-PER
,Tullius,NNS,I-PER
,Cicero,NNS,I-PER
Sentence: 656,Qun,NNS,B-PER
,Tiksi,NNS,I-PER
,Wiraqucha,NNS,I-PER
Sentence: 657,.,NNS,O
,',NNS,O
,Borussia,NNS,B-ORG
,Dortmund,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 658,Kutupaksi,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 659,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 660,T'uru,NNS,B-ORG
,T'uru,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 661,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Augusta,NNS,B-LOC
,llaqtam,NNS,O
,.,NNS,O
Sentence: 662,Tiki,NNS,B-LOC
,'Gallinula,NNS,O
,chloropus,NNS,O
,',NNS,O
Sentence: 663,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 664,Haydn,NNS,B-PER
,",",NNS,I-PER
,Joseph,NNS,I-PER
,(,NNS,O
,1732-1809,NNS,O
,),NNS,O
Sentence: 665,Payqa,NNS,O
,Machalilla,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parkipi,NNS,I-ORG
,tiyan,NNS,O
,.,NNS,O
Sentence: 666,Apulupampa,NNS,B-ORG
,sallqa,NNS,I-ORG
,pacha,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 667,PUSAPUNA,NNS,O
,T'uru,NNS,B-ORG
,T'uru,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 668,Punu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Asankaru,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Arapa,NNS,B-LOC
,distritu,NNS,I-LOC
,",",NNS,O
,Chupa,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 669,pusapuna,NNS,O
,Uru,NNS,B-LOC
,Uru,NNS,B-LOC
,pruwinsya,NNS,I-LOC
Sentence: 670,.,NNS,O
,',NNS,O
,Nicolás,NNS,B-PER
,de,NNS,I-PER
,Piérola,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 671,Wik'uñakuna,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,risirwa,NNS,I-ORG
Sentence: 672,.,NNS,O
,',NNS,O
,Cirilo,NNS,B-PER
,Rivarola,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 673,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Victoria,NNS,B-LOC
,llaqta,NNS,I-LOC
,llaqtam,NNS,O
,.,NNS,O
Sentence: 674,.,NNS,O
,',NNS,O
,José,NNS,B-PER
,de,NNS,I-PER
,la,NNS,I-PER
,Mar,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 675,Pawllu,NNS,B-PER
,Inka,NNS,I-PER
,Tupaq,NNS,I-PER
Sentence: 676,Chuqiyapu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,José,NNS,B-LOC
,Ramón,NNS,I-LOC
,Loayza,NNS,I-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,K'ayruma,NNS,B-LOC
,munisipyu,NNS,I-LOC
,",",NNS,O
,Malla,NNS,B-LOC
,munisipyu,NNS,I-LOC
,;,NNS,O
,Inkisiwi,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Q'imi,NNS,B-LOC
,munisipyu,NNS,I-LOC
Sentence: 677,Pasqu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Uqshapampa,NNS,B-LOC
,pruwinsya,NNS,I-LOC
Sentence: 678,Hatun,NNS,B-LOC
,k'illichu,NNS,I-LOC
,'Falco,NNS,O
,femoralis,NNS,O
,',NNS,O
,la,NNS,O
,chinalinda,NNS,O
,o,NNS,O
,guarahuau,NNS,O
,(,NNS,O
Sentence: 679,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 680,PUSAPUNA,NNS,O
,Juan,NNS,B-ORG
,Fernández,NNS,I-ORG
,tarakuna,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 681,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1970,NNS,I-ORG
Sentence: 682,Kuntur,NNS,B-LOC
,(,NNS,O
,'Vultur,NNS,O
,gryphus,NNS,O
,',NNS,O
,),NNS,O
Sentence: 683,Toribio,NNS,B-PER
,Rodríguez,NNS,I-PER
,de,NNS,I-PER
,Mendoza,NNS,I-PER
Sentence: 684,Mama,NNS,B-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Markus,NNS,I-ORG
,Hatun,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturnin,NNS,I-ORG
Sentence: 685,Mama,NNS,B-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Agustín,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturnin,NNS,I-ORG
Sentence: 686,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 687,Qulan,NNS,B-ORG
,walla,NNS,I-ORG
,risirwa,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 688,Yuraq,NNS,B-LOC
,waqar,NNS,I-LOC
,(,NNS,O
,'Egretta,NNS,O
,thula,NNS,O
,',NNS,O
,),NNS,O
Sentence: 689,Mariano,NNS,B-PER
,Melgar,NNS,I-PER
,(,NNS,O
,1791-1815,NNS,O
,),NNS,O
Sentence: 690,PUSAPUNA,NNS,O
,Ichigkat,NNS,B-ORG
,muja,NNS,I-ORG
,-,NNS,I-ORG
,Kuntur,NNS,I-ORG
,walla,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,wari,NNS,I-ORG
,kancha,NNS,I-ORG
Sentence: 691,PUSAPUNA,NNS,O
,Waskaran,NNS,B-LOC
,mamallaqta,NNS,I-LOC
,wari,NNS,I-LOC
,kancha,NNS,I-LOC
Sentence: 692,.,NNS,O
,',NNS,O
,Manuel,NNS,B-PER
,Prado,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 693,Anqash,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Yunkay,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Yunkay,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 694,Suntur,NNS,B-ORG
,(,NNS,I-ORG
,mawk'a,NNS,I-ORG
,llaqta,NNS,I-ORG
,),NNS,I-ORG
Sentence: 695,Arturo,NNS,B-PER
,Uslar,NNS,I-PER
,Pietri,NNS,I-PER
,",",NNS,O
,Schriftsteller,NNS,O
Sentence: 696,.,NNS,O
,',NNS,O
,Kaká,NNS,B-PER
,',NNS,O
,.,NNS,O
Sentence: 697,.,NNS,O
,',NNS,O
,Universitario,NNS,B-ORG
,de,NNS,I-ORG
,Deportes,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 698,PUSAPUNA,NNS,O
,Antamarka,NNS,B-LOC
,(,NNS,I-LOC
,Uru,NNS,I-LOC
,Uru,NNS,I-LOC
,),NNS,I-LOC
Sentence: 699,Pakaya-Samirya,NNS,B-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,risirwa,NNS,I-LOC
Sentence: 700,PUSAPUNA,NNS,O
,Chiqa,NNS,B-LOC
,kitilli,NNS,I-LOC
,(,NNS,I-LOC
,Asway,NNS,I-LOC
,),NNS,I-LOC
Sentence: 701,pusapuna,NNS,O
,Mama,NNS,B-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Antonio,NNS,I-ORG
,Abad,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturnin,NNS,I-ORG
Sentence: 702,Edinburgh,NNS,B-LOC
,(,NNS,O
,Dùn,NNS,O
,Èideann,NNS,O
,),NNS,O
Sentence: 703,**,NNS,O
,.,NNS,O
,',NNS,O
,Usqhullu,NNS,B-LOC
,',NNS,O
,.,NNS,O
,',NNS,O
,(,NNS,O
,Leopardus,NNS,O
,colocolo,NNS,O
,),NNS,O
,',NNS,O
Sentence: 704,Denílson,NNS,B-PER
,de,NNS,I-PER
,Oliveira,NNS,I-PER
,Araújo,NNS,I-PER
,-,NNS,O
,18,NNS,O
,.,NNS,O
Sentence: 705,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1962,NNS,I-ORG
Sentence: 706,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2014,NNS,I-ORG
Sentence: 707,Rumiñawi,NNS,B-PER
,(,NNS,I-PER
,awqaq,NNS,I-PER
,pusaq,NNS,I-PER
,),NNS,I-PER
Sentence: 708,.,NNS,O
,',NNS,O
,Rafael,NNS,B-PER
,Caldera,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 709,Tumipampa,NNS,B-LOC
,",",NNS,O
,Ikwadur,NNS,B-LOC
,.,NNS,O
Sentence: 710,Ariqipa,NNS,B-LOC
,850,NNS,O
,0,NNS,O
,tiyaq,NNS,O
Sentence: 711,Qulcha,NNS,B-LOC
,``,NNS,I-LOC
,K,NNS,I-LOC
,',NNS,I-LOC
,munisipyu,NNS,I-LOC
Sentence: 712,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2014,NNS,I-ORG
Sentence: 713,==,NNS,O
,Waman,NNS,B-PER
,Pumap,NNS,I-PER
,nisqankama,NNS,O
,mit'ankuna,NNS,O
,(,NNS,O
,16,NNS,O
,kaq,NNS,O
,pachakwatapi,NNS,O
,),NNS,O
,==,NNS,O
Sentence: 714,PUSAPUNA,NNS,O
,Santa,NNS,B-LOC
,Cruz,NNS,I-LOC
,de,NNS,I-LOC
,Tenerife,NNS,I-LOC
Sentence: 715,Kay,NNS,O
,distrituqa,NNS,O
,Simón,NNS,B-PER
,Bolívarmantam,NNS,I-PER
,sutichasqa,NNS,O
,.,NNS,O
Sentence: 716,Such'i,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Trichomycterus,NNS,O
,rivulatus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 717,Kashamarka,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Kashapampa,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Kuntipampa,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 718,Susyalismuman,NNS,B-ORG
,Rikch'arimuy,NNS,I-ORG
,(,NNS,I-ORG
,Buliwya,NNS,I-ORG
,),NNS,I-ORG
Sentence: 719,pusapuna,NNS,O
,Hipólito,NNS,B-PER
,Ruiz,NNS,I-PER
,López,NNS,I-PER
Sentence: 720,Hebei,NNS,B-LOC
,(,NNS,O
,河北,NNS,O
,),NNS,O
Sentence: 721,.,NNS,O
,',NNS,O
,Justiniano,NNS,B-PER
,Borgoño,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 722,.,NNS,O
,',NNS,O
,Sporting,NNS,B-ORG
,Cristal,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 723,Sakisili,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Saquisilí,NNS,O
,),NNS,O
,',NNS,O
Sentence: 724,',NNS,O
,Uhu,NNS,B-ORG
,',NNS,O
,.,NNS,O
,',NNS,O
,(,NNS,O
,ch'uqu,NNS,O
,),NNS,O
,',NNS,O
,.,NNS,O
Sentence: 725,Chilu,NNS,B-ORG
,',NNS,O
,(,NNS,O
,Violoncello,NNS,O
,),NNS,O
,',NNS,O
Sentence: 726,.,NNS,O
,',NNS,O
,Alfredo,NNS,B-PER
,Di,NNS,I-PER
,Stéfano,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 727,**,NNS,O
,Lupu,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Canis,NNS,O
,lupus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 728,PUSAPUNA,NNS,O
,José,NNS,B-PER
,María,NNS,I-PER
,Achá,NNS,I-PER
,Valiente,NNS,I-PER
Sentence: 729,**,NNS,O
,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1974,NNS,I-ORG
Sentence: 730,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 731,Lukas,NNS,B-PER
,Podolski,NNS,I-PER
,-,NNS,O
,11,NNS,O
,.,NNS,O
Sentence: 732,Chuqiyapu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,José,NNS,B-LOC
,Ramón,NNS,I-LOC
,Loayza,NNS,I-LOC
,pruwinsya,NNS,I-LOC
Sentence: 733,Chuqiyapu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Pedro,NNS,B-LOC
,Domingo,NNS,I-LOC
,Murillo,NNS,I-LOC
,pruwinsya,NNS,I-LOC
Sentence: 734,Yakuywa,NNS,B-LOC
,",",NNS,O
,'estación,NNS,O
,de,NNS,O
,ferrocarril,NNS,O
,',NNS,O
Sentence: 735,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
Sentence: 736,Cesc,NNS,B-PER
,Fàbregas,NNS,I-PER
,-,NNS,O
,11,NNS,O
,.,NNS,O
Sentence: 737,Uchuy,NNS,B-LOC
,suri,NNS,I-LOC
,'Pterocnemia,NNS,O
,pennata,NNS,O
,',NNS,O
Sentence: 738,Region,NNS,O
,(,NNS,O
,Aisén,NNS,B-LOC
,suyu,NNS,I-LOC
,),NNS,O
Sentence: 739,P'utuqsi,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Urin,NNS,B-LOC
,Lipis,NNS,I-LOC
,pruwinsya,NNS,I-LOC
Sentence: 740,Isqun,NNS,B-LOC
,ñiqin,NNS,I-LOC
,anta,NNS,I-LOC
,situwa,NNS,I-LOC
,killapi,NNS,I-LOC
,distritu,NNS,I-LOC
Sentence: 741,Amirika,NNS,B-ORG
,Mamallaqtap,NNS,I-ORG
,Pachakutinapaq,NNS,I-ORG
,Huñunakuynin,NNS,I-ORG
Sentence: 742,Podocarpus,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 743,.,NNS,O
,',NNS,O
,Antonio,NNS,B-PER
,Arenas,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 744,2,NNS,O
,GP,NNS,B-LOC
,de,NNS,I-LOC
,Brasil,NNS,I-LOC
,(,NNS,O
,1991-1993,NNS,O
,),NNS,O
Sentence: 745,pusapuna,NNS,O
,Pampa,NNS,B-LOC
,Galeras,NNS,I-LOC
,-,NNS,I-LOC
,Bárbara,NNS,I-LOC
,D'Achille,NNS,I-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,risirwa,NNS,I-LOC
Sentence: 746,Isaac,NNS,B-PER
,Newton,NNS,I-PER
,(,NNS,O
,1643-1727,NNS,O
,),NNS,O
Sentence: 747,PUSAPUNA,NNS,O
,Centre,NNS,B-LOC
,(,NNS,I-LOC
,Ransiya,NNS,I-LOC
,),NNS,I-LOC
Sentence: 748,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1962,NNS,I-ORG
Sentence: 749,Hamp'atu,NNS,B-LOC
,urqu,NNS,I-LOC
,(,NNS,O
,6.288,NNS,O
,m,NNS,O
,),NNS,O
Sentence: 750,Punu,NNS,B-LOC
,(,NNS,O
,Piruwpi,NNS,B-LOC
,),NNS,O
Sentence: 751,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Hiroshima,NNS,B-LOC
,llaqtam,NNS,O
,.,NNS,O
Sentence: 752,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 753,Domingo,NNS,B-PER
,de,NNS,I-PER
,Santo,NNS,I-PER
,Tomás,NNS,I-PER
Sentence: 754,.,NNS,O
,',NNS,O
,Griguryu,NNS,B-PER
,XVI,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 755,PUSAPUNA,NNS,O
,Oxford,NNS,B-ORG
,Yachay,NNS,I-ORG
,Suntur,NNS,I-ORG
Sentence: 756,Sumaku,NNS,B-ORG
,Napu,NNS,I-ORG
,-,NNS,I-ORG
,Galeras,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 757,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1970,NNS,I-ORG
Sentence: 758,.,NNS,O
,',NNS,O
,Ramón,NNS,B-PER
,Castilla,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 759,Anqash,NNS,B-LOC
,suyu,NNS,I-LOC
,/,NNS,O
,Wanuku,NNS,B-LOC
,suyu,NNS,I-LOC
,/,NNS,O
,Lima,NNS,B-LOC
,suyu,NNS,I-LOC
Sentence: 760,Sankay,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 761,REDIRECCIÓN,NNS,O
,Muyupampa,NNS,B-LOC
,(,NNS,I-LOC
,Chuqichaka,NNS,I-LOC
,),NNS,I-LOC
Sentence: 762,.,NNS,O
,',NNS,O
,George,NNS,B-PER
,Walker,NNS,I-PER
,Bush,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 763,#¿NOMBRE?,NNS,O
,#¿NOMBRE?,NNS,O
,Arminya,NNS,B-LOC
,Uma,NNS,B-PER
,kamayuq,NNS,I-PER
,.,NNS,O
Sentence: 764,Qhichwa,NNS,B-ORG
,simi,NNS,I-ORG
,chunka,NNS,O
,isqun,NNS,O
